Show_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score,User_status,Engagement_Level,Completion_group,Viwer_Type
U103829,40,Male,Canada,North America,Premium,17.99,2022-11-27,2026-02-07,Card,No,Active,Animation Title 939,Movie,Animation,Yoruba,2000,Mobile,135,4,100,2023-01-05,Evening,4,Yes,Ads,20,423,0.76,Active,low,High Completion,Heavy viewer
U103830,50,Male,Japan,Asia,Standard,13.99,2022-11-03,2026-02-07,Card,Yes,Active,Drama Title 1243,Movie,Drama,Hindi,2009,Mobile,87,2,96,2023-04-16,Morning,3,No,Friend,14,223,0.44,Active,low,High Completion,Casual viewer
U103831,60,Male,South Africa,Africa,Standard,13.99,2024-03-09,2026-02-07,Bank Transfer,No,Active,Romance Title 1690,Series,Romance,Portuguese,2003,Tablet,96,3,100,2024-09-19,Evening,5,Yes,Search,4,301,0.89,Active,low,High Completion,Heavy viewer
U103832,17,Male,Brazil,South America,Premium,17.99,2023-07-08,2026-02-07,Wallet,No,Active,Romance Title 2676,Movie,Romance,Japanese,2015,Tablet,128,4,100,2023-11-27,Night,4,Yes,Friend,16,343,0.54,Active,low,High Completion,Heavy viewer
U103833,17,Male,Canada,North America,Premium,17.99,2023-04-05,2026-02-07,Card,Yes,Active,Drama Title 248,Series,Drama,English,2021,Mobile,107,3,89,2023-10-12,Afternoon,3,No,Friend,13,256,0.81,Active,low,High Completion,Heavy viewer
U103834,17,Male,South Africa,Africa,Premium,17.99,2023-04-23,2026-02-07,Bank Transfer,No,Active,Documentary Title 420,Series,Documentary,Hindi,2009,Mobile,121,4,100,2023-08-13,Evening,2,No,Trending,28,363,0.75,Active,low,High Completion,Heavy viewer
U103835,50,Female,Canada,North America,Basic,8.99,2022-07-24,2024-02-03,Bank Transfer,No,Cancelled,Action Title 2641,Series,Action,Portuguese,2001,Mobile,36,1,60,2023-05-14,Afternoon,3,No,Algorithm,49,201,0.31,At Risk,low,Medium,Casual viewer
U103836,21,Male,Germany,Europe,Basic,8.99,2023-12-26,2025-04-26,Bank Transfer,No,Cancelled,Drama Title 249,Movie,Drama,English,2002,Tablet,59,1,98,2024-08-21,Night,3,No,Friend,5,226,0.41,Active,low,High Completion,Casual viewer
U103837,17,Male,Canada,North America,Standard,13.99,2022-01-21,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 465,Series,Sci-Fi,Japanese,2014,TV,114,3,100,2022-05-05,Morning,3,No,Friend,53,319,0.99,At Risk,low,High Completion,Heavy viewer
U103838,50,Female,USA,North America,Basic,8.99,2023-09-30,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 532,Series,Documentary,German,2000,TV,68,2,100,2024-06-13,Morning,4,Yes,Algorithm,45,159,0.9,At Risk,low,High Completion,Casual viewer
U103839,17,Female,Germany,Europe,Basic,8.99,2022-04-26,2026-02-07,Card,Yes,Active,Thriller Title 1056,Movie,Thriller,Portuguese,2014,TV,53,1,88,2022-05-28,Night,3,No,Friend,19,264,0.83,Active,low,High Completion,Heavy viewer
U103840,60,Female,India,Asia,Basic,8.99,2024-03-15,2026-02-07,Wallet,Yes,Active,Thriller Title 321,Series,Thriller,French,2005,TV,51,1,85,2024-06-25,Evening,3,No,Friend,38,96,0.97,At Risk,low,High Completion,Casual viewer
U103841,21,Female,South Africa,Africa,Basic,8.99,2022-12-09,2023-12-05,Bank Transfer,No,Cancelled,Action Title 2903,Movie,Action,German,2011,Tablet,64,2,100,2023-06-13,Afternoon,4,Yes,Algorithm,27,227,0.76,Active,low,High Completion,Casual viewer
U103842,60,Female,Nigeria,Africa,Premium,17.99,2022-02-17,2026-02-07,Card,Yes,Active,Action Title 1131,Movie,Action,English,2018,TV,138,4,100,2022-03-18,Afternoon,4,Yes,Ads,47,441,0.23,At Risk,low,High Completion,Heavy viewer
U103843,30,Female,Germany,Europe,Premium,17.99,2023-07-25,2026-02-07,Wallet,No,Active,Action Title 501,Series,Action,Yoruba,2006,Tablet,130,4,100,2023-10-06,Afternoon,3,No,Ads,45,301,0.67,At Risk,low,High Completion,Heavy viewer
U103844,30,Male,UK,Europe,Standard,13.99,2022-03-30,2026-02-07,Wallet,No,Active,Documentary Title 328,Series,Documentary,French,2017,Laptop,99,3,100,2022-06-07,Morning,3,No,Algorithm,32,331,0.83,At Risk,low,High Completion,Heavy viewer
U103845,40,Male,Brazil,South America,Standard,13.99,2022-01-04,2026-02-07,Wallet,No,Active,Comedy Title 1460,Series,Comedy,Yoruba,2020,TV,91,3,100,2022-02-24,Afternoon,5,Yes,Ads,36,282,0.45,At Risk,low,High Completion,Heavy viewer
U103846,60,Female,Brazil,South America,Standard,13.99,2024-01-23,2026-02-07,Bank Transfer,No,Active,Action Title 1547,Movie,Action,English,2019,TV,49,1,54,2024-09-20,Morning,2,No,Algorithm,5,214,0.96,Active,low,Medium,Casual viewer
U103847,60,Female,Canada,North America,Basic,8.99,2023-07-13,2024-11-23,Card,No,Cancelled,Drama Title 931,Movie,Drama,Hindi,2017,TV,54,1,90,2023-08-24,Morning,3,No,Ads,40,137,0.57,At Risk,low,High Completion,Casual viewer
U103848,21,Female,Japan,Asia,Premium,17.99,2023-02-27,2026-02-07,Card,Yes,Active,Thriller Title 2952,Movie,Thriller,Yoruba,2019,Mobile,120,4,100,2023-09-03,Evening,4,Yes,Friend,3,352,0.78,Active,low,High Completion,Heavy viewer
U103849,50,Male,Germany,Europe,Basic,8.99,2022-09-02,2024-01-19,Card,No,Cancelled,Romance Title 1888,Series,Romance,Portuguese,2006,TV,74,2,100,2023-02-15,Night,3,No,Ads,47,245,0.23,At Risk,low,High Completion,Casual viewer
U103850,50,Male,Japan,Asia,Standard,13.99,2022-07-06,2026-02-07,Card,Yes,Active,Sci-Fi Title 216,Movie,Sci-Fi,Portuguese,2004,TV,78,2,86,2022-09-24,Afternoon,2,No,Trending,28,224,0.34,Active,low,High Completion,Casual viewer
U103851,30,Female,France,Europe,Premium,17.99,2023-06-03,2026-02-07,Wallet,No,Active,Thriller Title 2848,Movie,Thriller,Yoruba,2008,Tablet,118,3,98,2023-09-17,Night,3,No,Search,12,359,0.41,Active,low,High Completion,Heavy viewer
U103852,40,Male,USA,North America,Standard,13.99,2023-10-27,2026-02-07,Card,No,Active,Thriller Title 819,Series,Thriller,German,2024,TV,112,3,100,2024-03-09,Evening,3,No,Friend,21,263,0.31,Active,low,High Completion,Heavy viewer
U103853,21,Male,South Africa,Africa,Basic,8.99,2022-07-31,2026-02-07,Card,No,Active,Sci-Fi Title 1676,Movie,Sci-Fi,English,2020,Mobile,88,2,100,2023-02-08,Afternoon,5,Yes,Ads,14,202,0.68,Active,low,High Completion,Casual viewer
U103854,40,Male,Nigeria,Africa,Standard,13.99,2023-10-02,2024-12-15,Card,No,Cancelled,Romance Title 1876,Series,Romance,English,2010,Mobile,90,3,100,2024-03-31,Morning,2,No,Ads,52,233,0.43,At Risk,low,High Completion,Casual viewer
U103855,60,Female,Canada,North America,Premium,17.99,2022-08-02,2026-02-07,Bank Transfer,No,Active,Documentary Title 109,Movie,Documentary,French,2003,Laptop,114,3,95,2023-01-31,Morning,3,No,Algorithm,55,352,0.97,At Risk,low,High Completion,Heavy viewer
U103856,21,Male,Brazil,South America,Premium,17.99,2023-10-19,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2666,Movie,Sci-Fi,Yoruba,2003,Laptop,129,4,100,2024-08-03,Morning,3,No,Trending,51,351,0.57,At Risk,low,High Completion,Heavy viewer
U103857,17,Male,South Africa,Africa,Standard,13.99,2023-02-27,2026-02-07,Bank Transfer,Yes,Active,Action Title 1981,Movie,Action,Yoruba,2013,TV,89,2,98,2023-04-14,Afternoon,3,No,Trending,45,270,0.63,At Risk,low,High Completion,Heavy viewer
U103858,40,Female,South Africa,Africa,Premium,17.99,2023-04-02,2026-02-07,Bank Transfer,No,Active,Drama Title 1471,Movie,Drama,Portuguese,2009,Tablet,111,3,92,2023-09-17,Afternoon,3,No,Algorithm,19,348,0.63,Active,low,High Completion,Heavy viewer
U103859,40,Female,India,Asia,Basic,8.99,2023-12-17,2024-03-13,Card,No,Cancelled,Sci-Fi Title 538,Series,Sci-Fi,Portuguese,2002,Mobile,70,2,100,2024-02-14,Afternoon,4,Yes,Algorithm,1,148,0.43,Active,low,High Completion,Casual viewer
U103860,30,Female,South Africa,Africa,Standard,13.99,2024-03-19,2026-02-07,Bank Transfer,No,Active,Romance Title 1822,Movie,Romance,German,2016,TV,89,2,98,2024-07-03,Afternoon,5,Yes,Trending,29,264,0.79,Active,low,High Completion,Heavy viewer
U103861,17,Female,France,Europe,Premium,17.99,2022-09-23,2026-02-07,Wallet,No,Active,Sci-Fi Title 1930,Movie,Sci-Fi,English,2014,Laptop,121,4,100,2023-04-09,Night,3,No,Search,28,362,0.8,Active,low,High Completion,Heavy viewer
U103862,50,Male,Brazil,South America,Premium,17.99,2023-10-16,2026-02-07,Card,No,Active,Documentary Title 2849,Series,Documentary,French,2019,Tablet,145,4,100,2024-03-16,Evening,2,No,Trending,6,298,0.27,Active,low,High Completion,Heavy viewer
U103863,30,Male,South Africa,Africa,Basic,8.99,2023-10-21,2026-02-07,Bank Transfer,No,Active,Documentary Title 1262,Series,Documentary,Japanese,2023,Mobile,80,2,100,2023-12-20,Night,3,No,Search,40,108,0.39,At Risk,low,High Completion,Casual viewer
U103864,60,Female,Canada,North America,Basic,8.99,2023-06-21,2026-02-07,Wallet,No,Active,Documentary Title 2010,Movie,Documentary,Portuguese,2007,TV,49,1,81,2023-08-27,Afternoon,4,Yes,Algorithm,28,156,0.25,Active,low,High Completion,Casual viewer
U103865,21,Male,South Africa,Africa,Standard,13.99,2023-09-24,2026-02-07,Card,Yes,Active,Documentary Title 824,Movie,Documentary,Japanese,2013,Tablet,92,3,100,2024-06-11,Evening,2,No,Friend,0,349,0.4,Active,low,High Completion,Heavy viewer
U103866,40,Female,Nigeria,Africa,Basic,8.99,2023-10-20,2026-02-07,Wallet,No,Active,Thriller Title 1295,Movie,Thriller,Japanese,2020,Tablet,53,1,88,2024-03-20,Night,2,No,Friend,28,184,0.59,Active,low,High Completion,Casual viewer
U103867,30,Female,Brazil,South America,Standard,13.99,2022-08-21,2026-02-07,Bank Transfer,No,Active,Animation Title 1143,Series,Animation,Portuguese,2015,Mobile,81,2,90,2022-08-25,Night,2,No,Friend,10,274,0.55,Active,low,High Completion,Heavy viewer
U103868,40,Female,Germany,Europe,Premium,17.99,2022-10-06,2026-02-07,Bank Transfer,No,Active,Thriller Title 875,Series,Thriller,Hindi,2009,TV,141,4,100,2023-04-07,Afternoon,3,No,Search,46,440,0.46,At Risk,low,High Completion,Heavy viewer
U103869,50,Male,Brazil,South America,Basic,8.99,2023-06-08,2026-02-07,Bank Transfer,Yes,Active,Drama Title 686,Series,Drama,Hindi,2012,Tablet,33,1,55,2024-03-26,Morning,2,No,Ads,19,134,0.67,Active,low,Medium,Casual viewer
U103870,30,Male,Canada,North America,Basic,8.99,2023-03-22,2023-09-09,Bank Transfer,No,Cancelled,Sci-Fi Title 437,Series,Sci-Fi,German,2013,TV,59,1,98,2024-01-01,Evening,3,No,Search,45,158,0.27,At Risk,low,High Completion,Casual viewer
U103871,30,Male,France,Europe,Standard,13.99,2024-05-03,2026-02-07,Card,No,Active,Animation Title 2150,Movie,Animation,English,2024,Tablet,91,3,100,2024-10-23,Morning,3,No,Search,55,293,0.69,At Risk,low,High Completion,Heavy viewer
U103872,21,Female,Nigeria,Africa,Standard,13.99,2023-01-25,2024-04-12,Bank Transfer,No,Cancelled,Sci-Fi Title 566,Series,Sci-Fi,Yoruba,2022,Mobile,107,3,100,2023-01-25,Evening,3,No,Algorithm,38,298,0.89,At Risk,low,High Completion,Heavy viewer
U103873,50,Male,Brazil,South America,Standard,13.99,2023-05-07,2026-02-07,Wallet,No,Active,Drama Title 2983,Series,Drama,French,2007,TV,102,3,100,2023-07-17,Night,2,No,Trending,11,338,0.32,Active,low,High Completion,Heavy viewer
U103874,60,Female,Japan,Asia,Basic,8.99,2024-06-09,2025-07-18,Bank Transfer,Yes,Cancelled,Drama Title 2597,Movie,Drama,Portuguese,2018,Mobile,50,1,83,2024-07-14,Morning,2,No,Search,36,205,0.28,At Risk,low,High Completion,Casual viewer
U103875,21,Female,Japan,Asia,Standard,13.99,2022-01-21,2026-02-07,Bank Transfer,No,Active,Comedy Title 1790,Series,Comedy,Portuguese,2006,Mobile,100,3,100,2022-07-08,Morning,2,No,Friend,55,328,0.38,At Risk,low,High Completion,Heavy viewer
U103876,50,Female,South Africa,Africa,Standard,13.99,2022-02-23,2026-02-07,Card,No,Active,Thriller Title 2853,Movie,Thriller,Portuguese,2014,Laptop,87,2,96,2022-07-27,Afternoon,4,Yes,Search,23,325,0.25,Active,low,High Completion,Heavy viewer
U103877,40,Male,Germany,Europe,Standard,13.99,2022-04-24,2026-02-07,Card,No,Active,Drama Title 1256,Movie,Drama,Hindi,2002,Mobile,66,2,73,2022-11-07,Afternoon,2,No,Ads,32,302,0.57,At Risk,low,Medium,Heavy viewer
U103878,60,Female,USA,North America,Basic,8.99,2024-01-25,2026-02-07,Wallet,No,Active,Action Title 585,Series,Action,German,2004,Laptop,48,1,80,2024-11-18,Evening,3,No,Friend,13,203,0.82,Active,low,High Completion,Casual viewer
U103879,21,Male,UK,Europe,Basic,8.99,2022-05-03,2026-02-07,Bank Transfer,No,Active,Action Title 763,Series,Action,English,2012,Tablet,73,2,100,2022-08-17,Morning,3,No,Trending,20,154,0.63,Active,low,High Completion,Casual viewer
U103880,30,Male,Germany,Europe,Basic,8.99,2024-02-20,2026-02-07,Card,No,Active,Thriller Title 2757,Series,Thriller,Portuguese,2010,Tablet,21,1,35,2024-07-16,Afternoon,2,No,Algorithm,24,144,0.23,Active,low,Low,Casual viewer
U103881,17,Male,Japan,Asia,Standard,13.99,2022-01-14,2026-02-07,Wallet,Yes,Active,Thriller Title 1239,Movie,Thriller,French,2016,Tablet,116,3,100,2022-06-19,Afternoon,3,No,Ads,54,205,0.96,At Risk,low,High Completion,Casual viewer
U103882,21,Male,USA,North America,Standard,13.99,2022-06-27,2026-02-07,Bank Transfer,No,Active,Drama Title 1200,Movie,Drama,Japanese,2019,Mobile,83,2,92,2023-02-11,Afternoon,4,Yes,Search,29,274,0.38,Active,low,High Completion,Heavy viewer
U103883,17,Female,USA,North America,Standard,13.99,2024-03-23,2026-02-07,Wallet,No,Active,Drama Title 2121,Series,Drama,English,2015,TV,120,4,100,2024-04-07,Evening,3,No,Ads,42,275,0.59,At Risk,low,High Completion,Heavy viewer
U103884,50,Female,Nigeria,Africa,Standard,13.99,2022-03-06,2026-02-07,Card,No,Active,Documentary Title 2045,Series,Documentary,Portuguese,2014,Tablet,94,3,100,2022-07-12,Evening,3,No,Search,28,328,0.92,Active,low,High Completion,Heavy viewer
U103885,17,Male,France,Europe,Standard,13.99,2023-02-02,2023-10-21,Card,No,Cancelled,Animation Title 2138,Series,Animation,English,2019,TV,99,3,100,2023-05-14,Night,4,Yes,Algorithm,37,224,0.98,At Risk,low,High Completion,Casual viewer
U103886,21,Male,UK,Europe,Premium,17.99,2023-08-27,2026-02-07,Bank Transfer,No,Active,Thriller Title 1180,Movie,Thriller,English,2009,Mobile,135,4,100,2024-01-26,Afternoon,4,Yes,Friend,9,342,0.47,Active,low,High Completion,Heavy viewer
U103887,40,Male,Nigeria,Africa,Basic,8.99,2023-09-01,2026-02-07,Card,Yes,Active,Sci-Fi Title 1798,Movie,Sci-Fi,German,2023,Tablet,56,1,93,2023-09-27,Evening,5,Yes,Search,17,154,0.7,Active,low,High Completion,Casual viewer
U103888,21,Female,Germany,Europe,Basic,8.99,2023-05-06,2023-10-31,Bank Transfer,No,Cancelled,Documentary Title 1789,Movie,Documentary,Hindi,2020,Mobile,54,1,90,2023-10-06,Morning,5,Yes,Search,44,136,0.33,At Risk,low,High Completion,Casual viewer
U103889,21,Female,Canada,North America,Premium,17.99,2023-10-25,2026-02-07,Bank Transfer,No,Active,Comedy Title 643,Movie,Comedy,Yoruba,2000,Tablet,115,3,95,2024-08-01,Morning,5,Yes,Search,31,380,0.2,At Risk,low,High Completion,Heavy viewer
U103890,17,Male,Japan,Asia,Standard,13.99,2022-02-27,2023-09-01,Card,No,Cancelled,Thriller Title 809,Series,Thriller,Hindi,2015,TV,96,3,100,2022-12-01,Afternoon,3,No,Friend,18,283,0.99,Active,low,High Completion,Heavy viewer
U103891,17,Female,Brazil,South America,Premium,17.99,2022-10-02,2026-02-07,Wallet,No,Active,Thriller Title 1869,Series,Thriller,Japanese,2000,Laptop,111,3,92,2023-02-10,Afternoon,3,No,Search,12,395,0.41,Active,low,High Completion,Heavy viewer
U103892,40,Female,Brazil,South America,Basic,8.99,2023-10-06,2024-11-02,Wallet,No,Cancelled,Documentary Title 1973,Movie,Documentary,Yoruba,2021,Laptop,86,2,100,2023-11-24,Evening,5,Yes,Friend,38,152,0.62,At Risk,low,High Completion,Casual viewer
U103893,21,Female,Nigeria,Africa,Basic,8.99,2022-09-09,2026-02-07,Wallet,Yes,Active,Sci-Fi Title 933,Movie,Sci-Fi,Hindi,2020,TV,70,2,100,2022-10-11,Afternoon,4,Yes,Algorithm,49,142,0.67,At Risk,low,High Completion,Casual viewer
U103894,50,Female,Brazil,South America,Premium,17.99,2023-01-18,2026-02-07,Card,No,Active,Sci-Fi Title 1211,Movie,Sci-Fi,French,2007,Laptop,142,4,100,2023-07-26,Evening,2,No,Trending,20,325,0.78,Active,low,High Completion,Heavy viewer
U103895,50,Female,Canada,North America,Premium,17.99,2022-06-05,2026-02-07,Wallet,No,Active,Documentary Title 651,Movie,Documentary,English,2013,Laptop,112,3,93,2023-03-31,Evening,2,No,Algorithm,55,329,0.51,At Risk,low,High Completion,Heavy viewer
U103896,50,Male,France,Europe,Premium,17.99,2024-01-13,2026-02-07,Card,No,Active,Romance Title 2737,Movie,Romance,English,2000,TV,132,4,100,2024-07-11,Afternoon,3,No,Search,15,452,0.49,Active,low,High Completion,Heavy viewer
U103897,17,Male,South Africa,Africa,Premium,17.99,2022-06-30,2026-02-07,Bank Transfer,No,Active,Drama Title 1686,Series,Drama,Portuguese,2015,Mobile,114,3,95,2022-12-07,Afternoon,4,Yes,Search,8,341,0.69,Active,low,High Completion,Heavy viewer
U103898,21,Female,Japan,Asia,Basic,8.99,2022-10-31,2026-02-07,Wallet,No,Active,Romance Title 2238,Series,Romance,French,2012,Laptop,75,2,100,2023-03-09,Night,3,No,Trending,29,107,0.99,Active,low,High Completion,Casual viewer
U103899,40,Female,India,Asia,Basic,8.99,2023-04-03,2026-02-07,Wallet,Yes,Active,Documentary Title 570,Movie,Documentary,Japanese,2010,TV,71,2,100,2023-08-03,Morning,1,No,Algorithm,22,183,0.27,Active,low,High Completion,Casual viewer
U103900,40,Male,Canada,North America,Basic,8.99,2023-11-28,2026-02-07,Bank Transfer,No,Active,Comedy Title 2203,Series,Comedy,Yoruba,2012,Laptop,20,1,33,2024-05-10,Evening,2,No,Search,6,188,0.44,Active,low,Low,Casual viewer
U103901,30,Male,Germany,Europe,Standard,13.99,2024-04-15,2024-10-04,Bank Transfer,No,Cancelled,Documentary Title 387,Movie,Documentary,Japanese,2014,Tablet,101,3,100,2024-08-06,Evening,4,Yes,Ads,29,259,0.44,Active,low,High Completion,Heavy viewer
U103902,60,Male,India,Asia,Standard,13.99,2023-11-26,2024-02-15,Card,No,Cancelled,Animation Title 1343,Movie,Animation,English,2009,Tablet,107,3,100,2024-03-04,Evening,3,No,Friend,43,299,0.23,At Risk,low,High Completion,Heavy viewer
U103903,17,Male,South Africa,Africa,Basic,8.99,2023-01-02,2024-02-06,Bank Transfer,Yes,Cancelled,Thriller Title 2760,Movie,Thriller,Yoruba,2023,Laptop,73,2,100,2023-03-11,Night,2,No,Trending,37,232,0.33,At Risk,low,High Completion,Casual viewer
U103904,30,Male,USA,North America,Premium,17.99,2023-07-30,2024-02-02,Wallet,Yes,Cancelled,Sci-Fi Title 1852,Series,Sci-Fi,Japanese,2013,TV,112,3,93,2023-08-06,Morning,5,Yes,Algorithm,42,373,0.63,At Risk,low,High Completion,Heavy viewer
U103905,50,Female,Canada,North America,Premium,17.99,2022-07-21,2026-02-07,Wallet,No,Active,Action Title 2514,Movie,Action,Japanese,2019,Mobile,146,4,100,2022-12-28,Night,3,No,Search,52,235,0.58,At Risk,low,High Completion,Casual viewer
U103906,17,Female,Canada,North America,Premium,17.99,2022-08-11,2026-02-07,Card,No,Active,Drama Title 1877,Series,Drama,French,2023,TV,118,3,98,2023-06-04,Afternoon,3,No,Algorithm,42,344,0.61,At Risk,low,High Completion,Heavy viewer
U103907,30,Female,India,Asia,Basic,8.99,2023-08-03,2024-03-25,Card,No,Cancelled,Thriller Title 2912,Series,Thriller,French,2008,TV,60,2,100,2024-05-25,Evening,4,Yes,Trending,0,163,0.47,Active,low,High Completion,Casual viewer
U103908,30,Female,Germany,Europe,Basic,8.99,2023-07-24,2024-04-18,Wallet,No,Cancelled,Action Title 707,Series,Action,Japanese,2016,Tablet,65,2,100,2024-01-01,Night,4,Yes,Search,50,184,0.9,At Risk,low,High Completion,Casual viewer
U103909,50,Female,Germany,Europe,Basic,8.99,2023-08-21,2026-02-07,Card,Yes,Active,Romance Title 516,Series,Romance,English,2006,TV,59,1,98,2023-10-16,Afternoon,3,No,Search,55,139,0.98,At Risk,low,High Completion,Casual viewer
U103910,60,Male,Canada,North America,Standard,13.99,2022-08-25,2026-02-07,Card,No,Active,Romance Title 1552,Movie,Romance,Hindi,2014,Mobile,94,3,100,2022-12-13,Evening,5,Yes,Search,11,306,0.26,Active,low,High Completion,Heavy viewer
U103911,17,Male,UK,Europe,Premium,17.99,2023-12-31,2026-02-07,Bank Transfer,Yes,Active,Drama Title 524,Movie,Drama,German,2016,Mobile,90,3,75,2024-01-10,Afternoon,3,No,Algorithm,33,310,0.79,At Risk,low,Medium,Heavy viewer
U103912,17,Female,France,Europe,Basic,8.99,2023-06-06,2026-02-07,Bank Transfer,No,Active,Documentary Title 1169,Movie,Documentary,Japanese,2014,Laptop,54,1,90,2023-07-21,Evening,3,No,Ads,41,117,0.92,At Risk,low,High Completion,Casual viewer
U103913,40,Female,Japan,Asia,Basic,8.99,2024-05-10,2026-02-07,Card,No,Active,Animation Title 640,Movie,Animation,English,2021,Laptop,56,1,93,2024-11-21,Evening,5,Yes,Algorithm,1,170,0.86,Active,low,High Completion,Casual viewer
U103914,50,Male,France,Europe,Basic,8.99,2024-01-17,2026-02-07,Bank Transfer,Yes,Active,Comedy Title 1197,Movie,Comedy,French,2022,Mobile,59,1,98,2024-05-25,Morning,4,Yes,Trending,13,156,0.23,Active,low,High Completion,Casual viewer
U103915,60,Female,Nigeria,Africa,Standard,13.99,2023-11-10,2024-10-04,Card,No,Cancelled,Drama Title 1895,Series,Drama,German,2022,Mobile,87,2,96,2024-02-02,Afternoon,4,Yes,Search,38,290,0.65,At Risk,low,High Completion,Heavy viewer
U103916,30,Female,Japan,Asia,Basic,8.99,2022-11-15,2026-02-07,Card,No,Active,Romance Title 781,Movie,Romance,Japanese,2009,TV,82,2,100,2023-02-20,Morning,5,Yes,Ads,21,170,0.97,Active,low,High Completion,Casual viewer
U103917,60,Male,UK,Europe,Premium,17.99,2024-06-11,2026-02-07,Card,No,Active,Sci-Fi Title 1737,Movie,Sci-Fi,German,2023,Mobile,102,3,85,2024-11-26,Afternoon,4,Yes,Ads,0,354,0.97,Active,low,High Completion,Heavy viewer
U103918,21,Male,Brazil,South America,Premium,17.99,2022-08-04,2026-02-07,Wallet,Yes,Active,Drama Title 1854,Series,Drama,Yoruba,2002,Laptop,146,4,100,2023-05-22,Morning,3,No,Algorithm,19,392,0.6,Active,low,High Completion,Heavy viewer
U103919,40,Female,India,Asia,Premium,17.99,2024-04-11,2026-02-07,Wallet,No,Active,Documentary Title 464,Movie,Documentary,German,2009,Mobile,130,4,100,2025-02-03,Evening,3,No,Algorithm,14,363,0.94,Active,low,High Completion,Heavy viewer
U103920,17,Male,South Africa,Africa,Basic,8.99,2023-01-02,2026-02-07,Wallet,No,Active,Drama Title 2095,Movie,Drama,Yoruba,2010,TV,79,2,100,2023-04-22,Evening,3,No,Trending,2,253,0.46,Active,low,High Completion,Heavy viewer
U103921,60,Male,South Africa,Africa,Standard,13.99,2022-05-12,2026-02-07,Card,No,Active,Documentary Title 2834,Movie,Documentary,Japanese,2020,TV,63,2,70,2022-08-24,Morning,3,No,Search,59,326,0.62,At Risk,low,Medium,Heavy viewer
U103922,17,Male,France,Europe,Premium,17.99,2023-02-03,2026-02-07,Wallet,No,Active,Romance Title 2359,Series,Romance,Hindi,2015,TV,127,4,100,2023-10-01,Morning,4,Yes,Trending,5,343,0.45,Active,low,High Completion,Heavy viewer
U103923,50,Male,UK,Europe,Standard,13.99,2024-03-13,2026-02-07,Wallet,Yes,Active,Action Title 1853,Movie,Action,Portuguese,2021,Laptop,96,3,100,2024-03-14,Evening,4,Yes,Trending,14,290,0.95,Active,low,High Completion,Heavy viewer
U103924,60,Female,France,Europe,Basic,8.99,2022-10-02,2024-05-09,Bank Transfer,No,Cancelled,Romance Title 499,Series,Romance,Hindi,2020,TV,73,2,100,2023-04-01,Night,2,No,Search,2,150,0.77,Active,low,High Completion,Casual viewer
U103925,40,Female,Brazil,South America,Premium,17.99,2024-06-16,2026-02-07,Card,No,Active,Animation Title 2094,Movie,Animation,German,2012,Laptop,142,4,100,2025-03-16,Morning,4,Yes,Trending,56,358,0.69,At Risk,low,High Completion,Heavy viewer
U103926,30,Female,Nigeria,Africa,Standard,13.99,2022-07-02,2023-12-24,Card,Yes,Cancelled,Thriller Title 1677,Movie,Thriller,German,2002,TV,73,2,81,2022-09-02,Morning,2,No,Algorithm,58,277,0.28,At Risk,low,High Completion,Heavy viewer
U103927,30,Male,Canada,North America,Basic,8.99,2024-04-24,2026-02-07,Bank Transfer,No,Active,Comedy Title 1057,Movie,Comedy,French,2019,Tablet,73,2,100,2024-10-21,Night,3,No,Search,18,184,0.44,Active,low,High Completion,Casual viewer
U103928,60,Male,India,Asia,Standard,13.99,2023-04-14,2026-02-07,Bank Transfer,No,Active,Comedy Title 1243,Series,Comedy,Japanese,2005,Mobile,105,3,100,2023-08-03,Evening,3,No,Friend,24,248,0.34,Active,low,High Completion,Casual viewer
U103929,60,Female,India,Asia,Premium,17.99,2024-03-01,2024-09-11,Card,Yes,Cancelled,Sci-Fi Title 1739,Series,Sci-Fi,Portuguese,2002,Mobile,116,3,96,2024-03-06,Evening,2,No,Trending,58,382,0.24,At Risk,low,High Completion,Heavy viewer
U103930,50,Male,UK,Europe,Premium,17.99,2024-04-24,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 2800,Series,Sci-Fi,English,2024,Laptop,128,4,100,2025-01-11,Morning,4,Yes,Search,27,316,0.25,Active,low,High Completion,Heavy viewer
U103931,17,Male,USA,North America,Basic,8.99,2024-01-14,2026-02-07,Card,No,Active,Sci-Fi Title 2149,Movie,Sci-Fi,Portuguese,2011,TV,59,1,98,2024-07-23,Night,3,No,Algorithm,30,135,0.74,Active,low,High Completion,Casual viewer
U103932,21,Female,India,Asia,Basic,8.99,2022-11-17,2026-02-07,Bank Transfer,No,Active,Romance Title 757,Series,Romance,German,2014,TV,87,2,100,2023-02-28,Evening,5,Yes,Algorithm,20,128,0.24,Active,low,High Completion,Casual viewer
